ID,Set_name,Name,Armor_type,set_variant,rank,rarity,slot_1,slot_2,slot_3,defense,fire_res,water_res,thunder_res,ice_res,dragon_res,skill_1,skill_1_level,skill_2,skill_2_level,skill_3,skill_3_level,group_skill, set_bonus_skill
290,Rathian,Rathian_Helm_Alpha,Helm,Alpha,High_Rank,5,2,NA,NA,38,2,0,-2,0,-3,Divine_Blessing,1,Recovery_Speed,1,NA,NA,Scaling_Prowess,NA
291,Rathian,Rathian_Mail_Alpha,Chest,Alpha,High_Rank,5,NA,NA,NA,38,2,0,-2,0,-3,Foray,2,NA,NA,NA,NA,Scaling_Prowess,NA
292,Rathian,Rathian_Vambraces_Alpha,Arms,Alpha,High_Rank,5,NA,NA,NA,38,2,0,-2,0,-3,Divine_Blessing,2,Foray,1,NA,NA,Scaling_Prowess,NA
293,Rathian,Rathian_Coil_Alpha,Waist,Alpha,High_Rank,5,NA,NA,NA,38,2,0,-2,0,-3,Foray,1,Tool_Specialist,1,NA,NA,Scaling_Prowess,NA
294,Rathian,Rathian_Greaves_Alpha,Legs,Alpha,High_Rank,5,NA,NA,NA,38,2,0,-2,0,-3,Recovery_Speed,2,Foray,1,NA,NA,Scaling_Prowess,NA
295,Rathian,Rathian_Helm_Beta,Helm,Beta,High_Rank,5,2,1,NA,38,2,0,-2,0,-3,Divine_Blessing,1,NA,NA,NA,NA,Scale_Layering,NA
296,Rathian,Rathian_Mail_Beta,Chest,Beta,High_Rank,5,1,1,1,38,2,0,-2,0,-3,Foray,1,NA,NA,NA,NA,Scale_Layering,NA
297,Rathian,Rathian_Vambraces_Beta,Arms,Beta,High_Rank,5,1,NA,NA,38,2,0,-2,0,-3,Foray,1,Divine_Blessing,1,NA,NA,Scale_Layering,NA
298,Rathian,Rathian_Coil_Beta,Waist,Beta,High_Rank,5,2,NA,NA,38,2,0,-2,0,-3,Foray,1,NA,NA,NA,NA,Scale_Layering,NA
299,Rathian,Rathian_Greaves_Beta,Legs,Beta,High_Rank,5,1,NA,NA,38,2,0,-2,0,-3,Foray,1,Recovery_Speed,1,NA,NA,Scale_Layering,NA
300,Rompopolo,Rompopolo_Helm_Alpha,Helm,Alpha,High_Rank,5,1,1,NA,36,0,-3,0,0,1,Wide-Range,2,NA,NA,NA,NA,Flexible_Leathercraft,NA
301,Rompopolo,Rompopolo_Mail_Alpha,Chest,Alpha,High_Rank,5,1,NA,NA,36,0,-3,0,0,1,Poison_Resistance,2,Wide-Range,1,NA,NA,Flexible_Leathercraft,NA
302,Rompopolo,Rompopolo_Vambraces_Alpha,Arms,Alpha,High_Rank,5,1,NA,NA,36,0,-3,0,0,1,Poison_Resistance,1,Earplugs,1,NA,NA,Flexible_Leathercraft,NA
303,Rompopolo,Rompopolo_Coil_Alpha,Waist,Alpha,High_Rank,5,NA,NA,NA,36,0,-3,0,0,1,Foray,1,Wide-Range,1,NA,NA,Flexible_Leathercraft,NA
304,Rompopolo,Rompopolo_Greaves_Alpha,Legs,Alpha,High_Rank,5,NA,NA,NA,36,0,-3,0,0,1,Wide-Range,2,Earplugs,1,NA,NA,Flexible_Leathercraft,NA
305,Rompopolo,Rompopolo_Helm_Beta,Helm,Beta,High_Rank,5,2,1,NA,36,0,-3,0,0,1,Wide-Range,1,NA,NA,NA,NA,Buttery_Leathercraft,NA
306,Rompopolo,Rompopolo_Mail_Beta,Chest,Beta,High_Rank,5,2,NA,NA,36,0,-3,0,0,1,Poison_Resistance,2,NA,NA,NA,NA,Buttery_Leathercraft,NA
307,Rompopolo,Rompopolo_Vambraces_Beta,Arms,Beta,High_Rank,5,2,NA,NA,36,0,-3,0,0,1,Earplugs,1,NA,NA,NA,NA,Buttery_Leathercraft,NA
308,Rompopolo,Rompopolo_Coil_Beta,Waist,Beta,High_Rank,5,1,NA,NA,36,0,-3,0,0,1,Foray,1,NA,NA,NA,NA,Buttery_Leathercraft,NA
309,Rompopolo,Rompopolo_Greaves_Beta,Legs,Beta,High_Rank,5,2,NA,NA,36,0,-3,0,0,1,Wide-Range,2,NA,NA,NA,NA,Buttery_Leathercraft,NA
310,Talioth,Talioth_Vambraces_Alpha,Arms,Alpha,High_Rank,5,NA,NA,NA,32,4,-2,-2,-2,2,Burst,1,Leap_of_Faith,1,NA,NA,Flexible_Leathercraft,NA
311,Talioth,Talioth_Vambraces_Beta,Arms,Beta,High_Rank,5,2,1,NA,32,4,-2,-2,-2,2,Leap_of_Faith,1,NA,NA,NA,NA,Buttery_Leathercraft,NA
312,Vespoid,Vespoid_Helm_Alpha,Helm,Alpha,High_Rank,5,NA,NA,NA,32,-2,1,1,1,2,Survival_Expert,1,Ambush,1,NA,NA,Neopteron_Alert,NA
313,Vespoid,Vespoid_Mail_Alpha,Chest,Alpha,High_Rank,5,1,NA,NA,32,-2,1,1,1,2,Evade_Window,1,Survival_Expert,1,NA,NA,Neopteron_Alert,NA
314,Vespoid,Vespoid_Vambraces_Alpha,Arms,Alpha,High_Rank,5,NA,NA,NA,32,-2,1,1,1,2,Paralysis_Resistance,1,Ambush,1,NA,NA,Neopteron_Alert,NA
315,Vespoid,Vespoid_Coil_Alpha,Waist,Alpha,High_Rank,5,1,NA,NA,32,-2,1,1,1,2,Evade_Window,1,Paralysis_Resistance,1,NA,NA,Neopteron_Alert,NA
316,Vespoid,Vespoid_Greaves_Alpha,Legs,Alpha,High_Rank,5,1,1,NA,32,-2,1,1,1,2,Paralysis_Resistance,1,Survival_Expert,1,NA,NA,Neopteron_Alert,NA
317,Vespoid,Vespoid_Helm_Beta,Helm,Beta,High_Rank,5,2,NA,NA,32,-2,1,1,1,2,Survival_Expert,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
318,Vespoid,Vespoid_Mail_Beta,Chest,Beta,High_Rank,5,1,1,1,32,-2,1,1,1,2,Survival_Expert,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
319,Vespoid,Vespoid_Vambraces_Beta,Arms,Beta,High_Rank,5,2,NA,NA,32,-2,1,1,1,2,Paralysis_Resistance,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
320,Vespoid,Vespoid_Coil_Beta,Waist,Beta,High_Rank,5,1,1,1,32,-2,1,1,1,2,Paralysis_Resistance,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
321,Vespoid,Vespoid_Greaves_Beta,Legs,Beta,High_Rank,5,2,1,NA,32,-2,1,1,1,2,Survival_Expert,1,NA,NA,NA,NA,Neopteron_Camouflage,NA
322,Ajarakan,Ajarakan_Helm_Alpha,Helm,Alpha,High_Rank,6,1,NA,NA,48,3,-3,1,-2,0,Resentment,2,Bombardier,1,NA,NA,Fortifying_Pelt,NA
323,Ajarakan,Ajarakan_Mail_Alpha,Chest,Alpha,High_Rank,6,1,NA,NA,48,3,-3,1,-2,0,Resentment,2,Blast_Resistance,1,NA,NA,Fortifying_Pelt,NA
324,Ajarakan,Ajarakan_Vambraces_Alpha,Arms,Alpha,High_Rank,6,2,NA,NA,48,3,-3,1,-2,0,Bombardier,2,Partbreaker,1,NA,NA,Fortifying_Pelt,NA
325,Ajarakan,Ajarakan_Coil_Alpha,Waist,Alpha,High_Rank,6,1,NA,NA,48,3,-3,1,-2,0,Blast_Resistance,2,Partbreaker,1,NA,NA,Fortifying_Pelt,NA
326,Ajarakan,Ajarakan_Greaves_Alpha,Legs,Alpha,High_Rank,6,NA,NA,NA,48,3,-3,1,-2,0,Partbreaker,2,Resentment,1,NA,NA,Fortifying_Pelt,NA
327,Ajarakan,Ajarakan_Helm_Beta,Helm,Beta,High_Rank,6,2,1,NA,48,3,-3,1,-2,0,Resentment,1,Bombardier,1,NA,NA,Alluring_Pelt,NA
328,Ajarakan,Ajarakan_Mail_Beta,Chest,Beta,High_Rank,6,2,NA,NA,48,3,-3,1,-2,0,Resentment,2,NA,NA,NA,NA,Alluring_Pelt,NA
329,Ajarakan,Ajarakan_Vambraces_Beta,Arms,Beta,High_Rank,6,2,1,NA,48,3,-3,1,-2,0,Partbreaker,1,Bombardier,1,NA,NA,Alluring_Pelt,NA
330,Ajarakan,Ajarakan_Coil_Beta,Waist,Beta,High_Rank,6,2,NA,NA,48,3,-3,1,-2,0,Partbreaker,2,Blast_Resistance,1,NA,NA,Alluring_Pelt,NA
331,Ajarakan,Ajarakan_Greaves_Beta,Legs,Beta,High_Rank,6,1,1,NA,48,3,-3,1,-2,0,Partbreaker,2,NA,NA,NA,NA,Alluring_Pelt,NA
332,Artian,Artian_Helm_Alpha,Helm,Alpha,High_Rank,6,2,1,NA,44,1,-2,-2,2,3,Flayer,1,Earplugs,1,NA,NA,Guardian's_Protection,NA
333,Artian,Artian_Mail_Alpha,Chest,Alpha,High_Rank,6,2,1,1,44,1,-2,-2,2,3,Flayer,1,Adaptability,1,NA,NA,Guardian's_Protection,NA
334,Artian,Artian_Vambraces_Alpha,Arms,Alpha,High_Rank,6,2,NA,NA,44,1,-2,-2,2,3,Blight_Resistance,2,Flayer,1,NA,NA,Guardian's_Protection,NA
335,Artian,Artian_Coil_Alpha,Waist,Alpha,High_Rank,6,2,NA,NA,44,1,-2,-2,2,3,Windproof,2,Flayer,1,NA,NA,Guardian's_Protection,NA
336,Artian,Artian_Greaves_Alpha,Legs,Alpha,High_Rank,6,2,NA,NA,44,1,-2,-2,2,3,Tremor_Resistance,2,Flayer,1,NA,NA,Guardian's_Protection,NA
337,Azuz,Azuz_Headdress_Alpha,Helm,Alpha,High_Rank,6,2,NA,NA,44,4,1,1,1,1,Maximum_Might,2,NA,NA,NA,NA,Imparted_Wisdom,NA
338,Azuz,Azuz_Apron_Alpha,Chest,Alpha,High_Rank,6,1,1,NA,44,4,1,1,1,1,Heroics,3,NA,NA,NA,NA,Imparted_Wisdom,NA
339,Azuz,Azuz_Pants_Alpha,Legs,Alpha,High_Rank,6,2,1,1,44,4,1,1,1,1,Geologist,3,NA,NA,NA,NA,Imparted_Wisdom,NA
340,Battle,Battle_Helm_Alpha,Helm,Alpha,High_Rank,6,2,NA,NA,44,2,-1,-1,0,0,Stamina_Surge,2,NA,NA,NA,NA,Imparted_Wisdom,NA
341,Battle,Battle_Mail_Alpha,Chest,Alpha,High_Rank,6,2,NA,NA,44,2,-1,-1,0,0,Hunger_Resistance,3,Sleep_Resistance,1,NA,NA,Imparted_Wisdom,NA
342,Battle,Battle_Vambraces_Alpha,Arms,Alpha,High_Rank,6,2,NA,NA,44,2,-1,-1,0,0,Free_Meal,3,NA,NA,NA,NA,Imparted_Wisdom,NA
343,Battle,Battle_Coil_Alpha,Waist,Alpha,High_Rank,6,2,NA,NA,44,2,-1,-1,0,0,Item_Prolonger,3,Bind_Resistance,1,NA,NA,Imparted_Wisdom,NA
344,Battle,Battle_Greaves_Alpha,Legs,Alpha,High_Rank,6,2,NA,NA,44,2,-1,-1,0,0,Marathon_Runner,3,Constitution,1,NA,NA,Imparted_Wisdom,NA
345,Blango,Blango_Helm_Alpha,Helm,Alpha,High_Rank,6,1,1,NA,48,-4,1,0,4,0,Wide-Range,2,Counterstrike,1,NA,NA,Fortifying_Pelt,Blangonga's_Spirit
346,Blango,Blango_Mail_Alpha,Chest,Alpha,High_Rank,6,NA,NA,NA,48,-4,1,0,4,0,Agitator,2,Item_Prolonger,1,NA,NA,Fortifying_Pelt,Blangonga's_Spirit
347,Blango,Blango_Vambraces_Alpha,Arms,Alpha,High_Rank,6,2,NA,NA,48,-4,1,0,4,0,Palico_Rally,2,Counterstrike,1,NA,NA,Fortifying_Pelt,Blangonga's_Spirit
348,Blango,Blango_Coil_Alpha,Waist,Alpha,High_Rank,6,1,NA,NA,48,-4,1,0,4,0,Agitator,2,Wide-Range,1,NA,NA,Fortifying_Pelt,Blangonga's_Spirit
349,Blango,Blango_Greaves_Alpha,Legs,Alpha,High_Rank,6,1,1,NA,48,-4,1,0,4,0,Agitator,1,Counterstrike,1,NA,NA,Fortifying_Pelt,Blangonga's_Spirit
350,Blango,Blango_Helm_Beta,Helm,Beta,High_Rank,6,2,1,1,48,-4,1,0,4,0,Wide-Range,2,NA,NA,NA,NA,Alluring_Pelt,Blangonga's_Spirit
351,Blango,Blango_Mail_Beta,Chest,Beta,High_Rank,6,2,NA,NA,48,-4,1,0,4,0,Agitator,2,NA,NA,NA,NA,Alluring_Pelt,Blangonga's_Spirit
352,Blango,Blango_Vambraces_Beta,Arms,Beta,High_Rank,6,2,2,NA,48,-4,1,0,4,0,Counterstrike,1,NA,NA,NA,NA,Alluring_Pelt,Blangonga's_Spirit
353,Blango,Blango_Coil_Beta,Waist,Beta,High_Rank,6,1,1,NA,48,-4,1,0,4,0,Agitator,2,NA,NA,NA,NA,Alluring_Pelt,Blangonga's_Spirit
354,Blango,Blango_Greaves_Beta,Legs,Beta,High_Rank,6,2,2,NA,48,-4,1,0,4,0,Agitator,1,NA,NA,NA,NA,Alluring_Pelt,Blangonga's_Spirit
355,Butterfly,Butterfly_Vertex_Alpha,Helm,Alpha,High_Rank,6,2,NA,NA,44,-1,-1,2,0,2,Constitution,1,Evade_Window,1,Evade_Extender,1,Imparted_Wisdom,NA
356,Butterfly,Butterfly_Thorax_Alpha,Chest,Alpha,High_Rank,6,2,NA,NA,44,-1,-1,2,0,2,Constitution,1,Evade_Window,1,Evade_Extender,1,Imparted_Wisdom,NA
357,Butterfly,Butterfly_Brachia_Alpha,Arms,Alpha,High_Rank,6,2,NA,NA,44,-1,-1,2,0,2,Recovery_Speed,2,Constitution,1,Evade_Window,1,Imparted_Wisdom,NA
358,Butterfly,Butterfly_Elytra_Alpha,Waist,Alpha,High_Rank,6,2,NA,NA,44,-1,-1,2,0,2,Constitution,1,Evade_Window,1,Evade_Extender,1,Imparted_Wisdom,NA
359,Butterfly,Butterfly_Crura_Alpha,Legs,Alpha,High_Rank,6,2,NA,NA,44,-1,-1,2,0,2,Recovery_Up,2,Constitution,1,Evade_Window,1,Imparted_Wisdom,NA
360,Commission,Commission_Helm_Alpha,Helm,Alpha,High_Rank,6,1,NA,NA,44,2,2,0,0,0,Agitator,1,Maximum_Might,1,NA,NA,NA,NA
361,Commission,Commission_Mail_Alpha,Chest,Alpha,High_Rank,6,1,NA,NA,44,2,2,0,0,0,Agitator,1,Divine_Blessing,2,NA,NA,NA,NA
362,Commission,Commission_Vambraces_Alpha,Arms,Alpha,High_Rank,6,1,NA,NA,44,2,2,0,0,0,Agitator,1,Quick_Sheathe,2,NA,NA,NA,NA
363,Commission,Commission_Coil_Alpha,Waist,Alpha,High_Rank,6,1,NA,NA,44,2,2,0,0,0,Agitator,1,Tool_Specialist,1,NA,NA,NA,NA
364,Commission,Commission_Greaves_Alpha,Legs,Alpha,High_Rank,6,1,NA,NA,44,2,2,0,0,0,Agitator,1,Earplugs,1,NA,NA,NA,NA
365,Death_Stench,Death_Stench_Brain_Alpha,Helm,Alpha,High_Rank,6,2,NA,NA,44,3,2,-2,3,4,Resentment,1,Ambush,1,NA,NA,Imparted_Wisdom,NA
366,Death_Stench,Death_Stench_Muscle_Alpha,Chest,Alpha,High_Rank,6,2,NA,NA,44,3,2,-2,3,4,Resentment,1,Ambush,1,NA,NA,Imparted_Wisdom,NA
367,Death_Stench,Death_Stench_Grip_Alpha,Arms,Alpha,High_Rank,6,2,NA,NA,44,3,2,-2,3,4,Resentment,1,Ambush,1,NA,NA,Imparted_Wisdom,NA
368,Death_Stench,Death_Stench_Bowels_Alpha,Waist,Alpha,High_Rank,6,2,1,NA,44,3,2,-2,3,4,Intimidator,2,Resentment,1,NA,NA,Imparted_Wisdom,NA
369,Death_Stench,Death_Stench_Heel_Alpha,Legs,Alpha,High_Rank,6,2,1,NA,44,3,2,-2,3,4,Stun_Resistance,2,Resentment,1,NA,NA,Imparted_Wisdom,NA
370,Doshaguma,Doshaguma_Helm_Alpha,Helm,Alpha,High_Rank,6,2,1,NA,48,-3,2,-1,-1,4,Free_Meal,2,Stun_Resistance,1,NA,NA,Fortifying_Pelt,Doshaguma's_Might
371,Doshaguma,Doshagumask_Alpha,Helm,Alpha,High_Rank,6,NA,NA,NA,48,-3,2,-1,-1,4,Stamina_Surge,1,Recovery_Up,1,Latent_Power,2,Fortifying_Pelt,Doshaguma's_Might
372,Doshaguma,Doshaguma_Mail_Alpha,Chest,Alpha,High_Rank,6,1,NA,NA,48,-3,2,-1,-1,4,Latent_Power,1,Stamina_Surge,1,NA,NA,Fortifying_Pelt,Doshaguma's_Might
373,Doshaguma,Doshaguma_Braces_Alpha,Arms,Alpha,High_Rank,6,2,NA,NA,48,-3,2,-1,-1,4,Stun_Resistance,2,Stamina_Surge,1,NA,NA,Fortifying_Pelt,Doshaguma's_Might
374,Doshaguma,Doshaguma_Coil_Alpha,Waist,Alpha,High_Rank,6,1,NA,NA,48,-3,2,-1,-1,4,Latent_Power,2,NA,NA,NA,NA,Fortifying_Pelt,Doshaguma's_Might
375,Doshaguma,Doshaguma_Greaves_Alpha,Legs,Alpha,High_Rank,6,2,1,NA,48,-3,2,-1,-1,4,Recovery_Up,2,Free_Meal,1,NA,NA,Fortifying_Pelt,Doshaguma's_Might
376,Doshaguma,Doshaguma_Helm_Beta,Helm,Beta,High_Rank,6,2,1,1,48,-3,2,-1,-1,4,Stun_Resistance,1,Free_Meal,1,NA,NA,Alluring_Pelt,Doshaguma's_Might
377,Doshaguma,Doshaguma_Mail_Beta,Chest,Beta,High_Rank,6,1,1,1,48,-3,2,-1,-1,4,Latent_Power,1,NA,NA,NA,NA,Alluring_Pelt,Doshaguma's_Might
378,Doshaguma,Doshaguma_Braces_Beta,Arms,Beta,High_Rank,6,2,1,NA,48,-3,2,-1,-1,4,Stun_Resistance,1,Stamina_Surge,1,NA,NA,Alluring_Pelt,Doshaguma's_Might
379,Doshaguma,Doshaguma_Coil_Beta,Waist,Beta,High_Rank,6,2,2,NA,48,-3,2,-1,-1,4,Latent_Power,1,NA,NA,NA,NA,Alluring_Pelt,Doshaguma's_Might
380,Doshaguma,Doshaguma_Greaves_Beta,Legs,Beta,High_Rank,6,2,1,1,48,-3,2,-1,-1,4,Recovery_Up,1,Free_Meal,1,NA,NA,Alluring_Pelt,Doshaguma's_Might
381,Dreamwalker,Dreamwalker_Helm_Alpha,Helm,Alpha,High_Rank,6,NA,NA,NA,36,-3,2,2,2,2,Flayer,1,Wide-Range,2,Ambush,1,Carving_Master,Dreamspell_Boon
382,Dreamwalker,Dreamwalker_Mail_Alpha,Chest,Alpha,High_Rank,6,2,NA,NA,36,-3,2,2,2,2,Sleep_Resistance,1,Wide-Range,1,Flayer,1,Carving_Master,Dreamspell_Boon
383,Dreamwalker,Dreamwalker_Braces_Alpha,Arms,Alpha,High_Rank,6,2,1,NA,36,-3,2,2,2,2,Flayer,1,Sleep_Resistance,1,NA,NA,Carving_Master,Dreamspell_Boon
384,Dreamwalker,Dreamwalker_Coil_Alpha,Waist,Alpha,High_Rank,6,NA,NA,NA,36,-3,2,2,2,2,Flayer,1,Ambush,2,NA,NA,Carving_Master,Dreamspell_Boon
385,Dreamwalker,Dreamwalker_Greaves_Alpha,Legs,Alpha,High_Rank,6,1,1,NA,36,-3,2,2,2,2,Flayer,1,Ambush,2,NA,NA,Carving_Master,Dreamspell_Boon
386,Earring_of_Dedication,Earring_of_Dedication_Alpha,Helm,Alpha,High_Rank,6,2,NA,NA,48,0,0,0,0,0,Wide-Range,4,NA,NA,NA,NA,Glory's_Favor,NA
387,G_Doshaguma,G_Doshaguma_Helm_Alpha,Helm,Alpha,High_Rank,6,2,1,NA,48,-3,2,-1,-2,2,Hunger_Resistance,2,Heroics,1,NA,NA,Guardian's_Pulse,Doshaguma's_Might
388,G_Doshaguma,G_Doshaguma_Mail_Alpha,Chest,Alpha,High_Rank,6,2,1,NA,48,-3,2,-1,-2,2,Constitution,2,Iron_Skin,1,NA,NA,Guardian's_Pulse,NA
389,G_Doshaguma,G_Doshaguma_Braces_Alpha,Arms,Alpha,High_Rank,6,1,1,1,48,-3,2,-1,-2,2,Iron_Skin,2,Heroics,1,NA,NA,Guardian's_Pulse,NA
390,G_Doshaguma,G_Doshaguma_Coil_Alpha,Waist,Alpha,High_Rank,6,2,NA,NA,48,-3,2,-1,-2,2,Heroics,2,Hunger_Resistance,1,NA,NA,Guardian's_Pulse,NA
391,G_Doshaguma,G_Doshaguma_Greaves_Alpha,Legs,Alpha,High_Rank,6,2,NA,NA,48,-3,2,-1,-2,2,Constitution,2,Heroics,1,NA,NA,Guardian's_Pulse,NA
392,G_Doshaguma,G_Doshaguma_Helm_Beta,Helm,Beta,High_Rank,6,2,2,1,48,-3,2,-1,-2,2,Heroics,1,NA,NA,NA,NA,Guardian's_Protection,NA
393,G_Doshaguma,G_Doshaguma_Mail_Beta,Chest,Beta,High_Rank,6,2,2,NA,48,-3,2,-1,-2,2,Constitution,2,NA,NA,NA,NA,Guardian's_Protection,NA
394,G_Doshaguma,G_Doshaguma_Braces_Beta,Arms,Beta,High_Rank,6,2,2,1,48,-3,2,-1,-2,2,Heroics,1,NA,NA,NA,NA,Guardian's_Protection,NA
395,G_Doshaguma,G_Doshaguma_Coil_Beta,Waist,Beta,High_Rank,6,2,1,NA,48,-3,2,-1,-2,2,Heroics,2,NA,NA,NA,NA,Guardian's_Protection,NA
396,G_Doshaguma,G_Doshaguma_Greaves_Beta,Legs,Beta,High_Rank,6,2,1,NA,48,-3,2,-1,-2,2,Constitution,1,Heroics,1,NA,NA,Guardian's_Protection,NA
397,G_Ebony,G_Ebony_Helm_Alpha,Helm,Alpha,High_Rank,6,NA,NA,NA,48,-2,-3,-2,-2,4,Burst,2,Earplugs,1,NA,NA,Guardian's_Pulse,Ebony_Odogaron's_Power
398,G_Ebony,G_Ebony_Mail_Alpha,Chest,Alpha,High_Rank,6,2,NA,NA,48,-2,-3,-2,-2,4,Bleeding_Resistance,2,Earplugs,1,NA,NA,Guardian's_Pulse,Ebony_Odogaron's_Power
399,G_Ebony,G_Ebony_Braces_Alpha,Arms,Alpha,High_Rank,6,NA,NA,NA,48,-2,-3,-2,-2,4,Burst,2,Divine_Blessing,1,NA,NA,Guardian's_Pulse,Ebony_Odogaron's_Power
400,G_Ebony,G_Ebony_Coil_Alpha,Waist,Alpha,High_Rank,6,2,NA,NA,48,-2,-3,-2,-2,4,Burst,1,Bleeding_Resistance,1,NA,NA,Guardian's_Pulse,Ebony_Odogaron's_Power
401,G_Ebony,G_Ebony_Greaves_Alpha,Legs,Alpha,High_Rank,6,2,NA,NA,48,-2,-3,-2,-2,4,Divine_Blessing,2,Earplugs,1,NA,NA,Guardian's_Pulse,Ebony_Odogaron's_Power
402,G_Ebony,G_Ebony_Helm_Beta,Helm,Beta,High_Rank,6,2,NA,NA,48,-2,-3,-2,-2,4,Burst,2,NA,NA,NA,NA,Guardian's_Protection,Ebony_Odogaron's_Power
403,G_Ebony,G_Ebony_Mail_Beta,Chest,Beta,High_Rank,6,2,2,NA,48,-2,-3,-2,-2,4,Earplugs,1,NA,NA,NA,NA,Guardian's_Protection,Ebony_Odogaron's_Power
404,G_Ebony,G_Ebony_Braces_Beta,Arms,Beta,High_Rank,6,2,1,NA,48,-2,-3,-2,-2,4,Burst,1,Divine_Blessing,1,NA,NA,Guardian's_Protection,Ebony_Odogaron's_Power
405,G_Ebony,G_Ebony_Coil_Beta,Waist,Beta,High_Rank,6,2,1,NA,48,-2,-3,-2,-2,4,Burst,1,NA,NA,NA,NA,Guardian's_Protection,Ebony_Odogaron's_Power
406,G_Ebony,G_Ebony_Greaves_Beta,Legs,Beta,High_Rank,6,2,1,NA,48,-2,-3,-2,-2,4,Divine_Blessing,1,Earplugs,1,NA,NA,Guardian's_Protection,Ebony_Odogaron's_Power
407,G_Fulgur,G_Fulgur_Helm_Alpha,Helm,Alpha,High_Rank,6,NA,NA,NA,48,-1,-1,2,-3,-2,Agitator,2,Coalescence,1,NA,NA,Guardian's_Pulse,Fulgur_Anjanath's_Will
408,G_Fulgur,G_Fulgur_Mail_Alpha,Chest,Alpha,High_Rank,6,2,NA,NA,48,-1,-1,2,-3,-2,Maximum_Might,1,Coalescence,1,NA,NA,Guardian's_Pulse,Fulgur_Anjanath's_Will
409,G_Fulgur,G_Fulgur_Vambraces_Alpha,Arms,Alpha,High_Rank,6,1,NA,NA,48,-1,-1,2,-3,-2,Agitator,1,Maximum_Might,1,NA,NA,Guardian's_Pulse,Fulgur_Anjanath's_Will
410,G_Fulgur,G_Fulgur_Coil_Alpha,Waist,Alpha,High_Rank,6,1,1,NA,48,-1,-1,2,-3,-2,Maximum_Might,1,Stamina_Surge,1,NA,NA,Guardian's_Pulse,Fulgur_Anjanath's_Will
411,G_Fulgur,G_Fulgur_Greaves_Alpha,Legs,Alpha,High_Rank,6,1,NA,NA,48,-1,-1,2,-3,-2,Stamina_Surge,2,Coalescence,1,NA,NA,Guardian's_Pulse,Fulgur_Anjanath's_Will
412,G_Fulgur,G_Fulgur_Helm_Beta,Helm,Beta,High_Rank,6,2,NA,NA,48,-1,-1,2,-3,-2,Agitator,2,NA,NA,NA,NA,Guardian's_Protection,Fulgur_Anjanath's_Will
413,G_Fulgur,G_Fulgur_Mail_Beta,Chest,Beta,High_Rank,6,2,1,1,48,-1,-1,2,-3,-2,Maximum_Might,1,NA,NA,NA,NA,Guardian's_Protection,Fulgur_Anjanath's_Will
414,G_Fulgur,G_Fulgur_Vambraces_Beta,Arms,Beta,High_Rank,6,2,2,NA,48,-1,-1,2,-3,-2,Maximum_Might,1,NA,NA,NA,NA,Guardian's_Protection,Fulgur_Anjanath's_Will
415,G_Fulgur,G_Fulgur_Coil_Beta,Waist,Beta,High_Rank,6,2,2,NA,48,-1,-1,2,-3,-2,Stamina_Surge,1,NA,NA,NA,NA,Guardian's_Protection,Fulgur_Anjanath's_Will
416,G_Fulgur,G_Fulgur_Greaves_Beta,Legs,Beta,High_Rank,6,2,1,NA,48,-1,-1,2,-3,-2,Stamina_Surge,1,Coalescence,1,NA,NA,Guardian's_Protection,Fulgur_Anjanath's_Will
417,G_Rathalos,G_Rathalos_Helm_Alpha,Helm,Alpha,High_Rank,6,1,1,NA,48,3,1,-2,1,-5,Survival_Expert,2,Weakness_Exploit,1,NA,NA,Guardian's_Pulse,Rathalos's_Flare
418,G_Rathalos,G_Rathalos_Mail_Alpha,Chest,Alpha,High_Rank,6,1,NA,NA,48,3,1,-2,1,-5,Intimidator,2,Weakness_Exploit,1,NA,NA,Guardian's_Pulse,Rathalos's_Flare
419,G_Rathalos,G_Rathalos_Vambraces_Alpha,Arms,Alpha,High_Rank,6,2,NA,NA,48,3,1,-2,1,-5,Weakness_Exploit,1,Survival_Expert,1,Intimidator,1,Guardian's_Pulse,Rathalos's_Flare
420,G_Rathalos,G_Rathalos_Coil_Alpha,Waist,Alpha,High_Rank,6,1,1,NA,48,3,1,-2,1,-5,Weakness_Exploit,1,Windproof,1,NA,NA,Guardian's_Pulse,Rathalos's_Flare
421,G_Rathalos,G_Rathalos_Greaves_Alpha,Legs,Alpha,High_Rank,6,1,NA,NA,48,3,1,-2,1,-5,Windproof,2,Weakness_Exploit,1,NA,NA,Guardian's_Pulse,Rathalos's_Flare
422,G_Rathalos,G_Rathalos_Helm_Beta,Helm,Beta,High_Rank,6,2,2,NA,48,3,1,-2,1,-5,Weakness_Exploit,1,NA,NA,NA,NA,Guardian's_Protection,Rathalos's_Flare
423,G_Rathalos,G_Rathalos_Mail_Beta,Chest,Beta,High_Rank,6,2,NA,NA,48,3,1,-2,1,-5,Weakness_Exploit,1,Intimidator,1,NA,NA,Guardian's_Protection,Rathalos's_Flare
424,G_Rathalos,G_Rathalos_Vambraces_Beta,Arms,Beta,High_Rank,6,2,1,1,48,3,1,-2,1,-5,Weakness_Exploit,1,NA,NA,NA,NA,Guardian's_Protection,Rathalos's_Flare
